title,author,date,views,likes,link
How one tree grows 40 different kinds of fruit,Sam Van Aken,19-Jun,607000,18000,https://ted.com/talks/sam_van_aken_how_one_tree_grows_40_different_kinds_of_fruit
How I help people understand vitiligo,Lee Thomas,19-Jun,2600000,78000,https://ted.com/talks/lee_thomas_how_i_help_people_understand_vitiligo
How sharks could inspire a new generation of medical devices ,Ethan Mann,19-Jun,55000,1600,https://ted.com/talks/ethan_mann_how_sharks_could_inspire_a_new_generation_of_medical_devices
How we're honoring people overlooked by history,Amy Padnani,19-Jun,2000000,60000,https://ted.com/talks/amy_padnani_how_we_re_honoring_people_overlooked_by_history
How I use cookies to teach history,Jasmine Cho,19-Jun,54000,1600,https://ted.com/talks/jasmine_cho_how_i_use_cookies_to_teach_history
The funny thing about the American Dream,Harrison Scott Key,19-Jun,94000,2800,https://ted.com/talks/harrison_scott_key_the_funny_thing_about_the_american_dream
What makes TB the world's most infectious killer?,Melvin Sanicas,19-Jun,1900000,58000,https://ted.com/talks/melvin_sanicas_what_makes_tb_the_world_s_most_infectious_killer
"How to ask for help — and get a ""yes""",Heidi Grant,19-Jun,3000000,92000,https://ted.com/talks/heidi_grant_how_to_ask_for_help_and_get_a_yes
"Why should you read ""Hamlet""?",Iseult Gillespie,19-Jun,1200000,38000,https://ted.com/talks/iseult_gillespie_why_should_you_read_hamlet
How Romans flooded the Colosseum for sea battles,Janelle Peters,19-Jun,808000,24000,https://ted.com/talks/janelle_peters_how_romans_flooded_the_colosseum_for_sea_battles
There may be extraterrestrial life in our solar system,Augusto Carballido,19-Jun,532000,15000,https://ted.com/talks/augusto_carballido_there_may_be_extraterrestrial_life_in_our_solar_system
How do crystals work?,Graham Baird,19-Jun,2100000,63000,https://ted.com/talks/graham_baird_how_do_crystals_work
Underwater farms vs. climate change,Ayana Elizabeth Johnson and Megan Davis,19-Jun,518000,15000,https://ted.com/talks/ayana_elizabeth_johnson_and_megan_davis_underwater_farms_vs_climate_change
Your body vs. implants,Kaitlyn Sadtler,19-Jun,2100000,64000,https://ted.com/talks/kaitlyn_sadtler_your_body_vs_implants
"""The Road Not Taken""",Robert Frost,19-Jun,1200000,37000,https://ted.com/talks/robert_frost_the_road_not_taken
Ugly History: Witch Hunts,Brian A. Pavlac,19-Jun,1700000,53000,https://ted.com/talks/brian_a_pavlac_ugly_history_witch_hunts
How close are we to eradicating HIV?,Philip A. Chan,19-Jun,866000,25000,https://ted.com/talks/philip_a_chan_how_close_are_we_to_eradicating_hiv
"""Three Months After""",Cristin O'Keefe Aptowicz,19-Jun,182000,5400,https://ted.com/talks/cristin_o_keefe_aptowicz_three_months_after
This one weird trick will help you spot clickbait,Jeff Leek and Lucy McGowan,19-Jun,778000,23000,https://ted.com/talks/jeff_leek_and_lucy_mcgowan_this_one_weird_trick_will_help_you_spot_clickbait
"""All the World's a Stage""",William Shakespeare,19-Jun,437000,13000,https://ted.com/talks/william_shakespeare_all_the_world_s_a_stage
How light technology is changing medicine,Sajan Saini,19-Jun,634000,19000,https://ted.com/talks/sajan_saini_how_light_technology_is_changing_medicine
The Opposites Game,Brendan Constantine,19-Jun,481000,14000,https://ted.com/talks/brendan_constantine_the_opposites_game
The language of being human,Poet Ali,19-Jul,773000,23000,https://ted.com/talks/poet_ali_the_language_of_being_human
The dangers of a noisy ocean — and how we can quiet it down,Nicola Jones,19-Jul,1500000,45000,https://ted.com/talks/nicola_jones_the_dangers_of_a_noisy_ocean_and_how_we_can_quiet_it_down
How volumetric video brings a new dimension to filmmaking,Diego Prilusky,19-Jul,332000,9900,https://ted.com/talks/diego_prilusky_how_volumetric_video_brings_a_new_dimension_to_filmmaking
This is your brain on air pollution,María Neira,19-Jul,493000,14000,https://ted.com/talks/maria_neira_this_is_your_brain_on_air_pollution
A brief tour of the last 4 billion years (dinosaurs not included),Lauren Sallan,19-Jul,1600000,48000,https://ted.com/talks/lauren_sallan_a_brief_tour_of_the_last_4_billion_years_dinosaurs_not_included
How to revive and empower local communities,Raghuram Rajan,19-Jul,31000,955,https://ted.com/talks/raghuram_rajan_how_to_revive_and_empower_local_communities
Imaginative sculptures that explore how we perceive reality,Alicia Eggert,19-Jul,229000,6800,https://ted.com/talks/alicia_eggert_imaginative_sculptures_that_explore_how_we_perceive_reality
Why we should embrace aging as an adventure,Carl Honoré,19-Jul,77000,2300,https://ted.com/talks/carl_honore_why_we_should_embrace_aging_as_an_adventure
"""Neghmat Erriah"" / ""Ghounia""",Djazia Satour,19-Jul,3200,97,https://ted.com/talks/djazia_satour_neghmat_erriah_ghounia
"""Jamie Raeburn"" / ""Baloo Baleerie"" / ""Twa recruitin Sergeants""",Findlay Napier and Gillian Frame,19-Jul,1300,40,https://ted.com/talks/findlay_napier_and_gillian_frame_jamie_raeburn_baloo_baleerie_twa_recruitin_sergeants
"""Wahala"" / ""Make You No Forget"" / ""Best I Can""",Blitz Bazawule,19-Jul,2900,88,https://ted.com/talks/blitz_bazawule_wahala_make_you_no_forget_best_i_can
"Entropy, order and the theory of the multiverse",ELEW and Marcus Miller,19-Jul,4700,143,https://ted.com/talks/elew_and_marcus_miller_entropy_order_and_the_theory_of_the_multiverse
"""Meditation from Thais""",Min Kym,19-Jul,8300,249,https://ted.com/talks/min_kym_meditation_from_thais
How we can bring AI personalities to life,Mariana Lin,19-Jul,12000,384,https://ted.com/talks/mariana_lin_how_we_can_bring_ai_personalities_to_life
"Parenting in the digital age	",Sonia Livingstone,19-Jul,30000,908,https://ted.com/talks/sonia_livingstone_parenting_in_the_digital_age
Tales of a Zimbabwean comedian,Carl Joshua Ncube,19-Jul,12000,362,https://ted.com/talks/carl_joshua_ncube_tales_of_a_zimbabwean_comedian
Three stories of Scotland,Mackenzie Dalrymple,19-Jul,11000,359,https://ted.com/talks/mackenzie_dalrymple_three_stories_of_scotland
A historical journey through loneliness,Fay Bound Alberti,19-Jul,17000,530,https://ted.com/talks/fay_bound_alberti_a_historical_journey_through_loneliness
A path to security for the world's deadliest countries,Rachel Kleinfeld,19-Jul,1300000,39000,https://ted.com/talks/rachel_kleinfeld_a_path_to_security_for_the_world_s_deadliest_countries
"Why ""biofabrication"" is the next industrial revolution  ",Suzanne Lee,19-Jul,2300000,70000,https://ted.com/talks/suzanne_lee_why_biofabrication_is_the_next_industrial_revolution
A swarm of mini drones makes ... magic!,Marco Tempest,19-Jul,608000,18000,https://ted.com/talks/marco_tempest_a_swarm_of_mini_drones_makes_magic
What a digital government looks like,Anna Piperal,19-Jul,2300000,71000,https://ted.com/talks/anna_piperal_what_a_digital_government_looks_like
"What is economic value, and who creates it?",Mariana Mazzucato,19-Jul,2400000,73000,https://ted.com/talks/mariana_mazzucato_what_is_economic_value_and_who_creates_it
"Urban architecture inspired by mountains, clouds and volcanoes",Ma Yansong,19-Jul,419000,12000,https://ted.com/talks/ma_yansong_urban_architecture_inspired_by_mountains_clouds_and_volcanoes
 What obligation do social media platforms have to the greater good?,Eli Pariser,19-Jul,2000000,61000,https://ted.com/talks/eli_pariser_what_obligation_do_social_media_platforms_have_to_the_greater_good
The business case for working with your toughest critics,Bob Langert,19-Jul,1500000,46000,https://ted.com/talks/bob_langert_the_business_case_for_working_with_your_toughest_critics
The next software revolution: programming biological cells,Sara-Jane Dunn,19-Jul,2500000,77000,https://ted.com/talks/sara_jane_dunn_the_next_software_revolution_programming_biological_cells
"How to bring affordable, sustainable electricity to Africa",Rose M. Mutiso,19-Jul,2000000,61000,https://ted.com/talks/rose_m_mutiso_how_to_bring_affordable_sustainable_electricity_to_africa
How we're using DNA tech to help farmers fight crop diseases,Laura Boykin,19-Jul,1700000,53000,https://ted.com/talks/laura_boykin_how_we_re_using_dna_tech_to_help_farmers_fight_crop_diseases
"""Criminalization of Survival""",Paul Rucker,19-Jul,80000,2400,https://ted.com/talks/paul_rucker_criminalization_of_survival
Can seaweed help curb global warming?,Tim Flannery,19-Jul,3100000,94000,https://ted.com/talks/tim_flannery_can_seaweed_help_curb_global_warming
We need to track the world's water like we track the weather,Sonaar Luthra,19-Jul,3200000,97000,https://ted.com/talks/sonaar_luthra_we_need_to_track_the_world_s_water_like_we_track_the_weather
This could be why you're depressed or anxious,Johann Hari,19-Jul,13000000,416000,https://ted.com/talks/johann_hari_this_could_be_why_you_re_depressed_or_anxious
A free world needs satire,Patrick Chappatte,19-Jul,511000,15000,https://ted.com/talks/patrick_chappatte_a_free_world_needs_satire
The dirty secret of capitalism — and a new way forward,Nick Hanauer,19-Jul,4900000,148000,https://ted.com/talks/nick_hanauer_the_dirty_secret_of_capitalism_and_a_new_way_forward
How deepfakes undermine truth and threaten democracy,Danielle Citron,19-Jul,3300000,101000,https://ted.com/talks/danielle_citron_how_deepfakes_undermine_truth_and_threaten_democracy
How your emotions change the shape of your heart,Sandeep Jauhar,19-Jul,4300000,129000,https://ted.com/talks/sandeep_jauhar_how_your_emotions_change_the_shape_of_your_heart
Why you should be a climate activist,Luisa Neubauer,19-Jul,2500000,77000,https://ted.com/talks/luisa_neubauer_why_you_should_be_a_climate_activist
A global initiative to end violence against children,Howard Taylor,19-Jul,33000,1000,https://ted.com/talks/howard_taylor_a_global_initiative_to_end_violence_against_children
What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,19-Jul,1900000,58000,https://ted.com/talks/jochen_wegner_what_happened_when_we_paired_up_thousands_of_strangers_to_talk_politics
Emergency medicine for our climate fever,Kelly Wanser,19-Jul,1900000,57000,https://ted.com/talks/kelly_wanser_emergency_medicine_for_our_climate_fever
What ping-pong taught me about life,Pico Iyer,19-Jul,2200000,68000,https://ted.com/talks/pico_iyer_what_ping_pong_taught_me_about_life
"Family, hope and resilience on the migrant trail",Jon Lowenstein,19-Jul,2000000,61000,https://ted.com/talks/jon_lowenstein_family_hope_and_resilience_on_the_migrant_trail
How turtle shells evolved... twice,Judy Cebra-Thomas,19-Jul,817000,24000,https://ted.com/talks/judy_cebra_thomas_how_turtle_shells_evolved_twice
The human skills we need in an unpredictable world,Margaret Heffernan,19-Jul,3700000,112000,https://ted.com/talks/margaret_heffernan_the_human_skills_we_need_in_an_unpredictable_world
What Brexit means for Scotland,Nicola Sturgeon,19-Jul,85000,2500,https://ted.com/talks/nicola_sturgeon_what_brexit_means_for_scotland
Why governments should prioritize well-being,Nicola Sturgeon,19-Jul,2400000,74000,https://ted.com/talks/nicola_sturgeon_why_governments_should_prioritize_well_being
The new political story that could change everything,George Monbiot,19-Jul,3800000,114000,https://ted.com/talks/george_monbiot_the_new_political_story_that_could_change_everything
A brief history of cannibalism,Bill Schutt,19-Jul,3800000,115000,https://ted.com/talks/bill_schutt_a_brief_history_of_cannibalism
"An urgent call to protect the world's ""Third Pole""",Tshering Tobgay,19-Jul,2000000,62000,https://ted.com/talks/tshering_tobgay_an_urgent_call_to_protect_the_world_s_third_pole
Romance and revolution: The poetry of Pablo Neruda,Ilan Stavans,19-Jul,444000,13000,https://ted.com/talks/ilan_stavans_romance_and_revolution_the_poetry_of_pablo_neruda
How to use family dinner to teach politics,Hajer Sharief,19-Jul,3600000,110000,https://ted.com/talks/hajer_sharief_how_to_use_family_dinner_to_teach_politics
Ancient Rome's most notorious doctor,Ramon Glazov,19-Jul,2600000,80000,https://ted.com/talks/ramon_glazov_ancient_rome_s_most_notorious_doctor
Can you solve the dark matter fuel riddle?,Daniel Finkel,19-Jul,1100000,34000,https://ted.com/talks/daniel_finkel_can_you_solve_the_dark_matter_fuel_riddle
Infinity according to Jorge Luis Borges,Ilan Stavans,19-Jul,352000,10000,https://ted.com/talks/ilan_stavans_infinity_according_to_jorge_luis_borges
What is HPV and how can you protect yourself from it?,Emma Bryce,19-Jul,725000,21000,https://ted.com/talks/emma_bryce_what_is_hpv_and_how_can_you_protect_yourself_from_it
"""New Colossus""",Emma Lazarus,19-Jul,225000,6700,https://ted.com/talks/emma_lazarus_new_colossus
The secret language of trees,Camille Defrenne and Suzanne Simard,19-Jul,849000,25000,https://ted.com/talks/camille_defrenne_and_suzanne_simard_the_secret_language_of_trees
The science of preserving sight,Joshua Chu-Tan,19-Aug,1200000,36000,https://ted.com/talks/joshua_chu_tan_the_science_of_preserving_sight
3 secrets of resilient people,Lucy Hone,19-Aug,5000000,151000,https://ted.com/talks/lucy_hone_3_secrets_of_resilient_people
The unpaid work that GDP ignores — and why it really counts,Marilyn Waring,19-Aug,3500000,107000,https://ted.com/talks/marilyn_waring_the_unpaid_work_that_gdp_ignores_and_why_it_really_counts
The scientific now of space food,Sarah Kessans,19-Aug,44000,1300,https://ted.com/talks/sarah_kessans_the_scientific_now_of_space_food
The three secrets of resilient people,Lucy Hone,19-Aug,1700000,52000,https://ted.com/talks/lucy_hone_the_three_secrets_of_resilient_people
The rise and fall of the Mongol Empire,Anne F. Broadbridge,19-Aug,3600000,110000,https://ted.com/talks/anne_f_broadbridge_the_rise_and_fall_of_the_mongol_empire
The myth of Jason and the Argonauts ,Iseult Gillespie,19-Aug,1600000,50000,https://ted.com/talks/iseult_gillespie_the_myth_of_jason_and_the_argonauts
The mysterious origins of life on Earth,Luka Seamus Wright,19-Aug,842000,25000,https://ted.com/talks/luka_seamus_wright_the_mysterious_origins_of_life_on_earth
A day in the life of a Cossack warrior,Alex Gendler,19-Aug,596000,17000,https://ted.com/talks/alex_gendler_a_day_in_the_life_of_a_cossack_warrior
"Why should you read ""Kafka on the Shore""?",Iseult Gillespie,19-Aug,1400000,42000,https://ted.com/talks/iseult_gillespie_why_should_you_read_kafka_on_the_shore
Can you solve the multiverse rescue mission riddle?,Daniel Finkel,19-Aug,1300000,39000,https://ted.com/talks/daniel_finkel_can_you_solve_the_multiverse_rescue_mission_riddle
The high-stakes race to make quantum computers work,Chiara Decaroli,19-Aug,403000,12000,https://ted.com/talks/chiara_decaroli_the_high_stakes_race_to_make_quantum_computers_work
How do viruses jump from animals to humans?,Ben Longdon,19-Aug,1600000,48000,https://ted.com/talks/ben_longdon_how_do_viruses_jump_from_animals_to_humans
From pacifist to spy: WWII's surprising secret agent,Shrabani Basu,19-Aug,1100000,34000,https://ted.com/talks/shrabani_basu_from_pacifist_to_spy_wwii_s_surprising_secret_agent
The murder of ancient Alexandria's greatest scholar,Soraya Field Fiorio,19-Aug,1400000,43000,https://ted.com/talks/soraya_field_fiorio_the_murder_of_ancient_alexandria_s_greatest_scholar
A game that lets you decide how to tackle the climate crisis,Cassie Flynn,19-Sep,2500,75,https://ted.com/talks/cassie_flynn_a_game_that_lets_you_decide_how_to_tackle_the_climate_crisis
Why is colonialism (still) romanticized?,Farish Ahmad-Noor,19-Sep,2000000,61000,https://ted.com/talks/farish_ahmad_noor_why_is_colonialism_still_romanticized
My story of love and loss as a transracial adoptee,Sara Jones,19-Sep,2000000,61000,https://ted.com/talks/sara_jones_my_story_of_love_and_loss_as_a_transracial_adoptee
Investing in health care workers strengthens communities,Raj Panjabi,19-Sep,7400,223,https://ted.com/talks/raj_panjabi_investing_in_health_care_workers_strengthens_communities
How we could change the planet's climate future,David Wallace-Wells,19-Sep,2200000,68000,https://ted.com/talks/david_wallace_wells_how_we_could_change_the_planet_s_climate_future
3 ways to uproot a culture of corruption,Wanjira Mathai,19-Sep,2100000,64000,https://ted.com/talks/wanjira_mathai_3_ways_to_uproot_a_culture_of_corruption
Management lessons from Chinese business and philosophy,Fang Ruan,19-Sep,2100000,64000,https://ted.com/talks/fang_ruan_management_lessons_from_chinese_business_and_philosophy
What if a single human right could change the world?,Kristen Wenz,19-Sep,2100000,64000,https://ted.com/talks/kristen_wenz_what_if_a_single_human_right_could_change_the_world
"How online marketplaces can help local economies, not hurt them",Amane Dannouni,19-Sep,2300000,69000,https://ted.com/talks/amane_dannouni_how_online_marketplaces_can_help_local_economies_not_hurt_them
The science of friction — and its surprising impact on our lives,Jennifer Vail,19-Sep,2300000,70000,https://ted.com/talks/jennifer_vail_the_science_of_friction_and_its_surprising_impact_on_our_lives
How humans and AI can work together to create better businesses,Sylvain Duranton,19-Sep,2300000,70000,https://ted.com/talks/sylvain_duranton_how_humans_and_ai_can_work_together_to_create_better_businesses
How designing brand-new enzymes could change the world,Adam Garske,19-Sep,325000,9700,https://ted.com/talks/adam_garske_how_designing_brand_new_enzymes_could_change_the_world
How supply chain transparency can help the planet,Markus Mutz,19-Sep,1900000,59000,https://ted.com/talks/markus_mutz_how_supply_chain_transparency_can_help_the_planet
How guest worker visas could transform the US immigration system,David J. Bier,19-Sep,1900000,59000,https://ted.com/talks/david_j_bier_how_guest_worker_visas_could_transform_the_us_immigration_system
The urgent case for antibiotic-free animals,Leon Marchal,19-Sep,2200000,66000,https://ted.com/talks/leon_marchal_the_urgent_case_for_antibiotic_free_animals
"To challenge the status quo, find a ""co-conspirator""",Ipsita Dasgupta,19-Sep,1500000,45000,https://ted.com/talks/ipsita_dasgupta_to_challenge_the_status_quo_find_a_co_conspirator
How the gut microbes you're born with affect your lifelong health,Henna-Maria Uusitupa,19-Sep,2500000,75000,https://ted.com/talks/henna_maria_uusitupa_how_the_gut_microbes_you_re_born_with_affect_your_lifelong_health
"To help solve global problems, look to developing countries",Bright Simons,19-Sep,1700000,51000,https://ted.com/talks/bright_simons_to_help_solve_global_problems_look_to_developing_countries
A guide to collaborative leadership,Lorna Davis,19-Sep,2400000,74000,https://ted.com/talks/lorna_davis_a_guide_to_collaborative_leadership
How I use art to tackle plastic pollution in our oceans,Alejandro Durán,19-Sep,342000,10000,https://ted.com/talks/alejandro_duran_how_i_use_art_to_tackle_plastic_pollution_in_our_oceans
The incredible chemistry powering your smartphone,Cathy Mulzer,19-Sep,2300000,69000,https://ted.com/talks/cathy_mulzer_the_incredible_chemistry_powering_your_smartphone
Why I draw with robots,Sougwen Chung,19-Sep,281000,8400,https://ted.com/talks/sougwen_chung_why_i_draw_with_robots
"A creative solution for the water crisis in Flint, Michigan",LaToya Ruby Frazier,19-Sep,2100000,65000,https://ted.com/talks/latoya_ruby_frazier_a_creative_solution_for_the_water_crisis_in_flint_michigan
A new Netflix-style pricing model that could make medical treatments affordable for all,Jean-Manuel Izaret,19-Sep,14000,428,https://ted.com/talks/jean_manuel_izaret_a_new_netflix_style_pricing_model_that_could_make_medical_treatments_affordable_for_all
Why gender-based marketing is bad for business,Gaby Barrios,19-Sep,2400000,74000,https://ted.com/talks/gaby_barrios_why_gender_based_marketing_is_bad_for_business
What's really happening at the US-Mexico border — and how we can do better,Erika Pinheiro,19-Sep,2100000,64000,https://ted.com/talks/erika_pinheiro_what_s_really_happening_at_the_us_mexico_border_and_how_we_can_do_better
"""Sleep Sleep Beauty Bright""",Martha Redbone,19-Sep,9500,287,https://ted.com/talks/martha_redbone_sleep_sleep_beauty_bright
"An excerpt from ""Figuring""",Maria Popova,19-Sep,5000,150,https://ted.com/talks/maria_popova_an_excerpt_from_figuring
"""Follow the Sound""", Morley,19-Sep,7900,239,https://ted.com/talks/morley_follow_the_sound
Our immigration conversation is broken — here's how to have a better one,Paul A. Kramer,19-Sep,2000000,62000,https://ted.com/talks/paul_a_kramer_our_immigration_conversation_is_broken_here_s_how_to_have_a_better_one
The Amazon belongs to humanity — let's protect it together,Tashka and Laura Yawanawá,19-Sep,234000,7000,https://ted.com/talks/tashka_and_laura_yawanawa_the_amazon_belongs_to_humanity_let_s_protect_it_together
How changing your story can change your life,Lori Gottlieb,19-Sep,5200000,158000,https://ted.com/talks/lori_gottlieb_how_changing_your_story_can_change_your_life
Lessons from fungi on markets and economics,Toby Kiers,19-Sep,1900000,58000,https://ted.com/talks/toby_kiers_lessons_from_fungi_on_markets_and_economics
How motivation can fix public systems,Abhishek Gopalka,19-Sep,2000000,61000,https://ted.com/talks/abhishek_gopalka_how_motivation_can_fix_public_systems
How a handful of fishing villages sparked a marine conservation revolution,Alasdair Harris,19-Sep,2000000,61000,https://ted.com/talks/alasdair_harris_how_a_handful_of_fishing_villages_sparked_a_marine_conservation_revolution
A circular economy for salt that keeps rivers clean,Tina Arrowood,19-Sep,1800000,55000,https://ted.com/talks/tina_arrowood_a_circular_economy_for_salt_that_keeps_rivers_clean
The psychological impact of child separation at the US-Mexico border,Luis H. Zayas,19-Sep,2000000,62000,https://ted.com/talks/luis_h_zayas_the_psychological_impact_of_child_separation_at_the_us_mexico_border
A personal plea for humanity at the US-Mexico border,Juan Enriquez,19-Sep,2000000,60000,https://ted.com/talks/juan_enriquez_a_personal_plea_for_humanity_at_the_us_mexico_border
A radical plan to end plastic waste,Andrew Forrest,19-Sep,2900000,87000,https://ted.com/talks/andrew_forrest_a_radical_plan_to_end_plastic_waste
What happens in your brain when you taste food,Camilla Arndal Andersen,19-Sep,3700000,112000,https://ted.com/talks/camilla_arndal_andersen_what_happens_in_your_brain_when_you_taste_food
"The Prison Break | Think Like A Coder, Ep 1",Alex Rosenthal,19-Sep,1400000,42000,https://ted.com/talks/alex_rosenthal_the_prison_break_think_like_a_coder_ep_1
Einstein's twin paradox explained,Amber Stuver,19-Sep,4400000,134000,https://ted.com/talks/amber_stuver_einstein_s_twin_paradox_explained
A wall won't solve America's border problems,Will Hurd,19-Sep,1800000,56000,https://ted.com/talks/will_hurd_a_wall_won_t_solve_america_s_border_problems
"Why should you read ""The God of Small Things"" by Arundhati Roy?",Laura Wright,19-Sep,597000,17000,https://ted.com/talks/laura_wright_why_should_you_read_the_god_of_small_things_by_arundhati_roy
The myth of the Sampo— an infinite source of fortune and greed,Hanna-Ilona Härmävaara,19-Sep,1700000,51000,https://ted.com/talks/hanna_ilona_harmavaara_the_myth_of_the_sampo_an_infinite_source_of_fortune_and_greed
A day in the life of a Celtic Druid,Philip Freeman,19-Sep,1400000,42000,https://ted.com/talks/philip_freeman_a_day_in_the_life_of_a_celtic_druid
Can you solve the secret sauce riddle?,Alex Gendler,19-Sep,2400000,74000,https://ted.com/talks/alex_gendler_can_you_solve_the_secret_sauce_riddle
A brief history of chess,Alex Gendler,19-Sep,6900000,209000,https://ted.com/talks/alex_gendler_a_brief_history_of_chess
"Why should you read ""Midnight's Children""?",Iseult Gillespie,19-Sep,393000,11000,https://ted.com/talks/iseult_gillespie_why_should_you_read_midnight_s_children
"""Ode to the Only Black Kid in the Class""",Clint Smith,19-Sep,240000,7200,https://ted.com/talks/clint_smith_ode_to_the_only_black_kid_in_the_class
The dust bunnies that built our planet,Lorin Swint Matthews,19-Sep,243000,7200,https://ted.com/talks/lorin_swint_matthews_the_dust_bunnies_that_built_our_planet
The secret student resistance to Hitler ,Iseult Gillespie,19-Sep,1400000,42000,https://ted.com/talks/iseult_gillespie_the_secret_student_resistance_to_hitler
The true cost of financial dependence,Estelle Gibson,19-Oct,2200000,67000,https://ted.com/talks/estelle_gibson_the_true_cost_of_financial_dependence
How teachers can help students navigate trauma,Lisa Godwin,19-Oct,2400000,72000,https://ted.com/talks/lisa_godwin_how_teachers_can_help_students_navigate_trauma
¿Como será el cine del futuro?,Diego Prilusky,19-Oct,9800,296,https://ted.com/talks/diego_prilusky_como_sera_el_cine_del_futuro
Can time be wasted?,Alexander Leitner,19-Oct,23000,713,https://ted.com/talks/alexander_leitner_can_time_be_wasted
Why we should all try therapy,Emily Anhalt,19-Oct,205000,6100,https://ted.com/talks/emily_anhalt_why_we_should_all_try_therapy
Como hablar con otros que piensan distinto,Guadalupe Nogués,19-Oct,1500000,46000,https://ted.com/talks/guadalupe_nogues_como_hablar_con_otros_que_piensan_distinto
How can we support the emotional well-being of teachers?,Sydney Jensen,19-Oct,2700000,81000,https://ted.com/talks/sydney_jensen_how_can_we_support_the_emotional_well_being_of_teachers
"3 ways to lead tough, unavoidable conversations",Adar Cohen,19-Oct,197000,5900,https://ted.com/talks/adar_cohen_3_ways_to_lead_tough_unavoidable_conversations
Trash or historical artifact?,Lara Maiklem,19-Oct,9900,298,https://ted.com/talks/lara_maiklem_trash_or_historical_artifact
Are the Illuminati real?,Chip Berlet,19-Oct,3800000,114000,https://ted.com/talks/chip_berlet_are_the_illuminati_real
Michael Tubbs on politics as a force for good,The TED Interview,19-Oct,8600,259,https://ted.com/talks/the_ted_interview_michael_tubbs_on_politics_as_a_force_for_good
Claws vs. nails,Matthew Borths,19-Oct,2300000,70000,https://ted.com/talks/matthew_borths_claws_vs_nails
How close are we to uploading our minds?,Michael S.A. Graziano,19-Oct,477000,14000,https://ted.com/talks/michael_s_a_graziano_how_close_are_we_to_uploading_our_minds
"The Greek myth of Talos, the first robot",Adrienne Mayor,19-Oct,2600000,78000,https://ted.com/talks/adrienne_mayor_the_greek_myth_of_talos_the_first_robot
Hawking's black hole paradox explained,Fabio Pacucci,19-Oct,3100000,95000,https://ted.com/talks/fabio_pacucci_hawking_s_black_hole_paradox_explained
The Maya myth of the morning star,TED-Ed,19-Oct,1100000,34000,https://ted.com/talks/ted_ed_the_maya_myth_of_the_morning_star
How to 3D print human tissue,Taneka Jones,19-Oct,348000,10000,https://ted.com/talks/taneka_jones_how_to_3d_print_human_tissue
What causes an economic recession? ,Richard Coffin,19-Oct,1400000,42000,https://ted.com/talks/richard_coffin_what_causes_an_economic_recession
"The Resistance | Think Like A Coder, Ep 2",Alex Rosenthal,19-Oct,622000,18000,https://ted.com/talks/alex_rosenthal_the_resistance_think_like_a_coder_ep_2
"Why should you read Dante's ""Divine Comedy""?",Sheila Marie Orfano,19-Oct,1300000,41000,https://ted.com/talks/sheila_marie_orfano_why_should_you_read_dante_s_divine_comedy
Are we living in a simulation?,Zohreh Davoudi,19-Oct,1200000,37000,https://ted.com/talks/zohreh_davoudi_are_we_living_in_a_simulation
The first and last king of Haiti,Marlene Daut,19-Oct,505000,15000,https://ted.com/talks/marlene_daut_the_first_and_last_king_of_haiti
"""For Estefani, Third Grade, Who Made Me A Card""",Aracelis Girmay,19-Oct,185000,5500,https://ted.com/talks/aracelis_girmay_for_estefani_third_grade_who_made_me_a_card
Ugly History: Japanese American incarceration camps,Densho,19-Oct,1000000,32000,https://ted.com/talks/densho_ugly_history_japanese_american_incarceration_camps
3 ways to upgrade democracy for the 21st century,Max Rashbrooke,19-Nov,1400000,43000,https://ted.com/talks/max_rashbrooke_3_ways_to_upgrade_democracy_for_the_21st_century
What your sleep patterns say about your relationship,TEDx SHORTS,19-Nov,1300000,40000,https://ted.com/talks/tedx_shorts_what_your_sleep_patterns_say_about_your_relationship
The lie that invented racism,John Biewen,19-Nov,2200000,66000,https://ted.com/talks/john_biewen_the_lie_that_invented_racism
Why do we blame individuals for economic crises?,Liene Ozoliņa,19-Nov,1600000,49000,https://ted.com/talks/liene_ozolina_why_do_we_blame_individuals_for_economic_crises
A lesson in turning adversaries into allies,Leah Garcés,19-Nov,1700000,53000,https://ted.com/talks/leah_garces_a_lesson_in_turning_adversaries_into_allies
Let's scan the whole planet with LiDAR,Chris Fisher,19-Nov,1700000,52000,https://ted.com/talks/chris_fisher_let_s_scan_the_whole_planet_with_lidar
The fight for civil rights and freedom,John Lewis and Bryan Stevenson,19-Nov,2600000,79000,https://ted.com/talks/john_lewis_and_bryan_stevenson_the_fight_for_civil_rights_and_freedom
A call to end the media coverage mass shooters want ,Tom Teves,19-Nov,1700000,53000,https://ted.com/talks/tom_teves_a_call_to_end_the_media_coverage_mass_shooters_want
Want a more just world? Be an unlikely ally,Dwinita Mosby Tyler,19-Nov,2000000,62000,https://ted.com/talks/dwinita_mosby_tyler_want_a_more_just_world_be_an_unlikely_ally
The new science of personalized vaccines,Ofer Levy,19-Nov,410000,12000,https://ted.com/talks/ofer_levy_the_new_science_of_personalized_vaccines
What tech companies know about your kids,Veronica Barassi,19-Nov,2000000,60000,https://ted.com/talks/veronica_barassi_what_tech_companies_know_about_your_kids
How flags unite (and divide) us,Michael Green,19-Nov,297000,8900,https://ted.com/talks/michael_green_how_flags_unite_and_divide_us
